 0.1625  -0.0343  0.0086  0.0  0.95
 0.1875  -0.0343  0.0100  0.0  1.2
 0.2125  -0.0371  0.0100  0.0  1.48
 0.2375  -0.0500  0.0110  0.0  1.75
 0.2625  -0.0771  0.0130  0.0  2.1
 0.2875  -0.0371  0.0200  0.0  2.4
