 0.1625  -0.00143  0.0086  0.0  0.95
 0.1875   0.02140  0.0093  0.0  1.2
 0.2125   0.03140  0.0100  0.0  1.48
 0.2375   0.03430  0.0110  0.0  1.75
 0.2625   0.04000  0.0160  0.0  2.1
 0.2875   0.06430  0.0240  0.0  2.4
