#crosssection1 uncertainty1 Q21 XXXX1 x1 z1 pt1 crosssection2 uncertainty2 Q22 XXXX2 x2 z2 pt2 crosssection3 uncertainty3 Q23 XXXX3 x3 z3 pt3  
-999.000000 -999.000000 -999.000000 25.378217 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.710219 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.318939 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 33.231974 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.429595 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.222811 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 20.495846 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 23.694782 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 23.777240 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 21.555689 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.389435 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.552218 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 22.904650 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.401935 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.057147 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 26.954235 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.326067 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.004496 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 19.697834 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 22.912520 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 28.658509 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 20.295839 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 22.931012 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.190099 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 20.889544 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 23.617723 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.188569 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 23.340341 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.476636 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.888948 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 19.152569 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 20.982937 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.024406 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 19.567321 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 20.907562 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.440982 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 18.883819 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 21.972089 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.432067 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 21.619024 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.196068 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 27.641858 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 18.046741 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.048438 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 28.357347 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 15.698256 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 19.663799 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.677451 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 19.343254 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 21.998389 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.760133 -999.000000 -999.000000 -999.000000 
883442.932484 45928.011089 12.396547 22.851017 0.000792 0.013556 0.031888 362927.907399 29437.340453 12.321833 26.238070 0.000811 0.004813 0.037753 1480363.832812 59452.842216 12.154524 24.174881 0.000801 0.001135 0.033866 
1349041.234740 32767.278565 12.478901 25.034527 0.000795 0.017292 0.115617 2612125.859832 45595.796883 12.257564 25.020339 0.000813 0.007596 0.138611 6239017.250221 70467.011612 12.241438 24.199429 0.000810 0.000829 0.133303 
115802.654663 6788.471840 13.048012 28.259734 0.000779 0.021852 0.234233 2646747.272051 32454.057420 12.325625 25.089605 0.000804 0.011921 0.323083 5391787.519023 46321.130241 12.242796 24.200787 0.000809 0.001232 0.327792 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 69004.056078 1534.181276 12.292457 25.824130 0.000800 0.015224 0.675006 195960.604136 2585.376240 12.240499 24.331302 0.000809 0.002674 0.709234 
630348.470746 38795.266550 12.079620 21.374886 0.000812 0.036634 0.030898 -999.000000 -999.000000 -999.000000 24.892788 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 23.331633 -999.000000 -999.000000 -999.000000 
1495485.828953 34499.985458 12.296101 22.726457 0.000808 0.035996 0.133145 -999.000000 -999.000000 -999.000000 25.073106 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.476147 -999.000000 -999.000000 -999.000000 
884238.827018 18758.476070 12.489740 25.378217 0.000794 0.037961 0.294773 403916.475888 12678.227701 11.849339 24.710219 0.000845 0.031789 0.394392 -999.000000 -999.000000 -999.000000 24.318939 -999.000000 -999.000000 -999.000000 
2251.244538 277.109047 13.213406 33.231974 0.000764 0.045956 0.544601 50380.123988 1310.898252 12.264130 26.429595 0.000814 0.035749 0.768291 -999.000000 -999.000000 -999.000000 25.222811 -999.000000 -999.000000 -999.000000 
186239.320902 14911.079311 12.044744 20.495846 0.000801 0.067095 0.030677 -999.000000 -999.000000 -999.000000 23.694782 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 23.777240 -999.000000 -999.000000 -999.000000 
568268.697112 15037.984402 12.361027 21.555689 0.000814 0.070170 0.136321 -999.000000 -999.000000 -999.000000 24.389435 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.552218 -999.000000 -999.000000 -999.000000 
628756.681678 11185.079414 12.286832 22.904650 0.000809 0.072345 0.334774 9550.734405 1378.529770 10.981035 24.401935 0.000923 0.056378 0.450355 -999.000000 -999.000000 -999.000000 25.057147 -999.000000 -999.000000 -999.000000 
18760.371153 565.646473 12.571734 26.954235 0.000789 0.077280 0.645120 12876.436564 468.621508 11.888399 26.326067 0.000839 0.066223 1.008496 -999.000000 -999.000000 -999.000000 26.004496 -999.000000 -999.000000 -999.000000 
15121.996142 1734.611921 12.250403 19.697834 0.000802 0.163413 0.033712 -999.000000 -999.000000 -999.000000 22.912520 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 28.658509 -999.000000 -999.000000 -999.000000 
74615.112541 2224.592851 12.262443 20.295839 0.000812 0.175550 0.140245 -999.000000 -999.000000 -999.000000 22.931012 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.190099 -999.000000 -999.000000 -999.000000 
115835.816936 1959.943595 12.180456 20.889544 0.000807 0.180263 0.347992 -999.000000 -999.000000 -999.000000 23.617723 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.188569 -999.000000 -999.000000 -999.000000 
8669.565457 156.981115 12.282014 23.340341 0.000809 0.200612 0.795033 469.009279 36.512323 11.725370 25.476636 0.000868 0.142160 1.855456 -999.000000 -999.000000 -999.000000 26.888948 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 19.152569 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 20.982937 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.024406 -999.000000 -999.000000 -999.000000 
2487.170418 351.739014 12.447782 19.567321 0.000809 0.510099 0.140677 -999.000000 -999.000000 -999.000000 20.907562 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.440982 -999.000000 -999.000000 -999.000000 
6143.310933 390.889514 12.313856 18.883819 0.000812 0.511779 0.354929 -999.000000 -999.000000 -999.000000 21.972089 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.432067 -999.000000 -999.000000 -999.000000 
888.985769 43.533820 12.338223 21.619024 0.000808 0.515168 0.942810 -999.000000 -999.000000 -999.000000 24.196068 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 27.641858 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 18.046741 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.048438 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 28.357347 -999.000000 -999.000000 -999.000000 
746.151125 192.655392 11.790891 15.698256 0.000809 0.882812 0.355825 -999.000000 -999.000000 -999.000000 19.663799 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.677451 -999.000000 -999.000000 -999.000000 
76.746973 18.089435 12.148098 19.343254 0.000793 0.875761 0.801734 -999.000000 -999.000000 -999.000000 21.998389 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.760133 -999.000000 -999.000000 -999.000000 
694009.946717 22893.275741 20.346619 22.851017 0.001736 0.016061 0.032759 691744.408262 22855.878587 17.104085 26.238070 0.002038 0.010723 0.035092 2427902.044283 42819.409331 17.229146 24.174881 0.001973 0.002227 0.034475 
873742.664148 14830.515108 22.456725 25.034527 0.001741 0.018407 0.108483 4049020.672088 31925.628921 17.952728 25.020339 0.001930 0.011817 0.135759 10103546.329847 50431.441628 17.284871 24.199429 0.001987 0.001615 0.133624 
42164.187913 2303.675676 26.704195 28.259734 0.001701 0.022142 0.238191 2967351.923069 19325.644867 19.111646 25.089605 0.001860 0.014363 0.316068 8746866.385040 33179.948895 17.308347 24.200787 0.001983 0.002394 0.327660 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 55926.435004 776.756042 20.925100 25.824130 0.001780 0.017268 0.653864 305232.759560 1814.644862 17.351121 24.331302 0.001971 0.004689 0.706246 
856373.535993 25430.606086 18.265453 21.374886 0.001869 0.036648 0.032455 120073.538115 9522.450981 12.344477 24.892788 0.002684 0.035281 0.033247 -999.000000 -999.000000 -999.000000 23.331633 -999.000000 -999.000000 -999.000000 
1649563.721740 20377.411365 19.111122 22.726457 0.001822 0.036675 0.125812 762227.826862 13851.820792 13.947661 25.073106 0.002331 0.034142 0.144321 -999.000000 -999.000000 -999.000000 24.476147 -999.000000 -999.000000 -999.000000 
575195.041077 8508.578954 22.172867 25.378217 0.001741 0.039369 0.284386 1551893.841680 13975.922105 15.947237 24.710219 0.002075 0.035128 0.344468 -999.000000 -999.000000 -999.000000 24.318939 -999.000000 -999.000000 -999.000000 
1197.498898 113.661565 30.335803 33.231974 0.001864 0.045400 0.548300 81688.843721 938.766203 18.342147 26.429595 0.001942 0.036594 0.723256 6009.071045 254.612512 12.777373 25.222811 0.002516 0.032024 1.209790 
255250.665931 9817.333305 17.432848 20.495846 0.001897 0.067364 0.032972 22277.794808 2900.321845 11.688734 23.694782 0.002831 0.065632 0.033455 -999.000000 -999.000000 -999.000000 23.777240 -999.000000 -999.000000 -999.000000 
765122.681555 9813.298397 18.062195 21.555689 0.001875 0.070383 0.133132 140085.794468 4199.006194 13.087305 24.389435 0.002558 0.067044 0.144486 -999.000000 -999.000000 -999.000000 25.552218 -999.000000 -999.000000 -999.000000 
662921.724585 6459.004610 19.349297 22.904650 0.001802 0.073337 0.321508 375827.657036 4863.275101 14.296076 24.401935 0.002273 0.068592 0.357736 -999.000000 -999.000000 -999.000000 25.057147 -999.000000 -999.000000 -999.000000 
11991.171394 254.326655 23.080137 26.954235 0.001730 0.078690 0.630182 40305.007942 466.273334 16.650388 26.326067 0.002045 0.070892 0.818509 329.042490 42.129574 12.969301 26.004496 0.002459 0.061950 2.216068 
23788.153778 1223.530606 17.244058 19.697834 0.001936 0.172055 0.032990 1006.905980 251.726495 11.857693 22.912520 0.002940 0.163949 0.033895 -999.000000 -999.000000 -999.000000 28.658509 -999.000000 -999.000000 -999.000000 
105263.629326 1485.980161 17.485541 20.295839 0.001913 0.173133 0.137054 8244.042711 415.856944 11.922872 22.931012 0.002734 0.154903 0.145531 -999.000000 -999.000000 -999.000000 26.190099 -999.000000 -999.000000 -999.000000 
159038.701821 1291.547118 17.733945 20.889544 0.001868 0.183025 0.344741 30385.485667 564.536381 13.070131 23.617723 0.002538 0.162089 0.364479 -999.000000 -999.000000 -999.000000 26.188569 -999.000000 -999.000000 -999.000000 
9772.382145 93.731522 19.329238 23.340341 0.001832 0.210376 0.765516 5306.034905 69.066985 14.976722 25.476636 0.002260 0.171898 0.999468 -999.000000 -999.000000 -999.000000 26.888948 -999.000000 -999.000000 -999.000000 
943.974356 211.079083 15.519951 19.152569 0.001749 0.473472 0.033452 -999.000000 -999.000000 -999.000000 20.982937 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.024406 -999.000000 -999.000000 -999.000000 
3524.170930 235.468575 16.452389 19.567321 0.001877 0.504486 0.134750 283.192307 66.749067 11.550693 20.907562 0.002997 0.529959 0.141056 -999.000000 -999.000000 -999.000000 26.440982 -999.000000 -999.000000 -999.000000 
8409.238224 257.198128 16.346215 18.883819 0.001911 0.506029 0.356055 542.785255 65.343666 11.411444 21.972089 0.002754 0.515895 0.364338 -999.000000 -999.000000 -999.000000 26.432067 -999.000000 -999.000000 -999.000000 
1225.143861 28.741513 18.118514 21.619024 0.001888 0.518861 0.941451 209.697161 11.890835 13.489923 24.196068 0.002615 0.504766 1.211328 -999.000000 -999.000000 -999.000000 27.641858 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 18.046741 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 24.048438 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 28.357347 -999.000000 -999.000000 -999.000000 
613.583332 98.251966 14.771936 15.698256 0.001940 0.878993 0.331635 -999.000000 -999.000000 -999.000000 19.663799 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.677451 -999.000000 -999.000000 -999.000000 
118.671062 12.650378 16.868796 19.343254 0.001951 0.870161 0.829141 -999.000000 -999.000000 -999.000000 21.998389 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.760133 -999.000000 -999.000000 -999.000000 
48947.513827 3418.642656 52.947093 22.851017 0.004521 0.016587 0.032696 202953.106111 6961.234110 31.483414 26.238070 0.005434 0.016026 0.033516 971548.457373 15230.726573 23.625424 24.174881 0.005978 0.005399 0.034299 
77520.127589 2483.905107 54.333081 25.034527 0.004843 0.018494 0.110504 818179.580715 8069.601328 34.324721 25.020339 0.005224 0.015102 0.132617 4110397.319654 18087.130116 23.800081 24.199429 0.005943 0.004170 0.133228 
4815.161929 437.741994 68.196926 28.259734 0.004859 0.021737 0.236511 447929.443606 4221.993579 40.152081 25.089605 0.005143 0.016495 0.306411 3372045.960675 11584.025526 24.103835 24.200787 0.005867 0.005173 0.325972 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 6081.771230 144.030480 52.329059 25.824130 0.004948 0.018261 0.644194 105037.612598 598.565649 25.343864 24.331302 0.005758 0.007232 0.691287 
63273.615435 3886.867299 43.941102 21.374886 0.004395 0.036152 0.032649 304907.195887 8532.420006 19.953927 24.892788 0.006052 0.036476 0.031967 15281.175048 1910.146881 11.500359 23.331633 0.008432 0.029215 0.030392 
186159.731449 3849.201380 40.184742 22.726457 0.004789 0.036953 0.128431 695452.643608 7439.804820 21.359883 25.073106 0.005938 0.036075 0.132696 71789.686946 2390.335111 12.084626 24.476147 0.008301 0.031178 0.140320 
57463.585338 1512.199614 51.079552 25.378217 0.005059 0.039342 0.281533 621593.630874 4973.544878 25.158383 24.710219 0.005536 0.036806 0.325024 171992.808748 2616.181725 13.516109 24.318939 0.007420 0.033295 0.358578 
156.904922 23.134369 68.942852 33.231974 0.004755 0.044508 0.556268 17136.746304 241.770635 36.177305 26.429595 0.005281 0.038106 0.690663 17075.348726 241.337139 16.339425 25.222811 0.006475 0.035118 0.800246 
18623.932090 1491.107931 42.219942 20.495846 0.004316 0.066139 0.031032 94671.654792 3361.889035 18.438413 23.694782 0.006282 0.067283 0.032938 -999.000000 -999.000000 -999.000000 23.777240 -999.000000 -999.000000 -999.000000 
87230.040901 1863.141336 37.044345 21.555689 0.004606 0.069772 0.138478 274384.640517 3304.400366 19.252570 24.389435 0.006294 0.070356 0.133342 676.510354 164.077861 10.812263 25.552218 0.009377 0.056337 0.162748 
84126.052219 1293.787706 37.463597 22.904650 0.005070 0.074473 0.318235 324784.661868 2542.116918 21.019427 24.401935 0.006019 0.071217 0.336337 14982.714598 546.000473 11.931142 25.057147 0.008459 0.063277 0.381587 
1275.705238 46.644403 53.563378 26.954235 0.005112 0.079687 0.633841 15757.006280 163.931051 27.749185 26.326067 0.005658 0.073600 0.752096 3883.396829 81.382356 14.162429 26.004496 0.007325 0.067377 0.933211 
1551.994341 175.728755 38.845683 19.697834 0.004320 0.174249 0.032972 8277.303151 405.828176 17.764125 22.912520 0.006273 0.173253 0.034334 -999.000000 -999.000000 -999.000000 28.658509 -999.000000 -999.000000 -999.000000 
8754.839871 240.969037 37.768686 20.295839 0.004428 0.166834 0.141174 36650.943280 493.037232 18.600878 22.931012 0.006301 0.176652 0.137753 -999.000000 -999.000000 -999.000000 26.190099 -999.000000 -999.000000 -999.000000 
18895.862723 250.325737 34.202201 20.889544 0.004726 0.173017 0.351696 57390.628339 436.257222 19.203058 23.617723 0.006334 0.182728 0.345291 126.016635 20.442598 10.841859 26.188569 0.009217 0.116619 0.434505 
1351.315219 19.598692 37.664990 23.340341 0.005086 0.211278 0.781006 4719.654585 36.627211 22.196393 25.476636 0.006081 0.196897 0.855737 178.792022 7.128905 12.562430 26.888948 0.008032 0.148720 1.312126 
-999.000000 -999.000000 -999.000000 19.152569 -999.000000 -999.000000 -999.000000 358.152540 73.107581 16.521519 20.982937 0.005358 0.549170 0.027087 -999.000000 -999.000000 -999.000000 26.024406 -999.000000 -999.000000 -999.000000 
273.588746 36.890699 38.725901 19.567321 0.004341 0.479390 0.135878 1497.276592 86.301588 16.834510 20.907562 0.006358 0.505929 0.139484 -999.000000 -999.000000 -999.000000 26.440982 -999.000000 -999.000000 -999.000000 
629.254116 39.560867 36.020102 18.883819 0.004347 0.503350 0.360861 3116.424534 88.040212 17.696485 21.972089 0.006390 0.511320 0.354455 -999.000000 -999.000000 -999.000000 26.432067 -999.000000 -999.000000 -999.000000 
156.478550 5.775729 35.016073 21.619024 0.004676 0.513602 1.048094 463.466442 9.940049 19.215561 24.196068 0.006369 0.522767 0.934611 -999.000000 -999.000000 -999.000000 27.641858 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 18.046741 -999.000000 -999.000000 -999.000000 129.332862 35.870482 18.631190 24.048438 0.006238 0.855581 0.136051 -999.000000 -999.000000 -999.000000 28.357347 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 15.698256 -999.000000 -999.000000 -999.000000 268.614405 36.553791 16.456422 19.663799 0.006104 0.857398 0.347846 -999.000000 -999.000000 -999.000000 25.677451 -999.000000 -999.000000 -999.000000 
5.542837 1.537306 46.055956 19.343254 0.005041 0.842290 1.179828 36.241626 3.930956 17.387413 21.998389 0.006022 0.859268 0.864570 -999.000000 -999.000000 -999.000000 25.760133 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 22.851017 -999.000000 -999.000000 -999.000000 13819.784576 1021.587872 58.471146 26.238070 0.014504 0.018198 0.033917 242186.060840 4276.610161 27.421399 24.174881 0.017857 0.008863 0.034218 
881.042733 148.923403 73.392977 25.034527 0.011743 0.019915 0.135707 39797.958860 1000.909621 62.239310 25.020339 0.014463 0.017747 0.128376 1030769.651729 5093.839726 27.136896 24.199429 0.017976 0.007299 0.132805 
-999.000000 -999.000000 -999.000000 28.259734 -999.000000 -999.000000 -999.000000 16790.157217 459.702481 66.639720 25.089605 0.014028 0.019063 0.300063 767098.734541 3107.242152 28.151746 24.200787 0.017850 0.008001 0.322394 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 112.198095 11.001928 78.832338 25.824130 0.012949 0.020891 0.585304 20656.316570 149.280304 30.179969 24.331302 0.017553 0.009903 0.677550 
-999.000000 -999.000000 -999.000000 21.374886 -999.000000 -999.000000 -999.000000 34964.810156 1624.952532 40.073302 24.892788 0.015498 0.037722 0.032396 55732.245993 2051.532326 16.090125 23.331633 0.019696 0.035476 0.031402 
1560.704269 198.209640 62.323246 22.726457 0.011887 0.034172 0.156358 84454.239073 1458.059313 42.399954 25.073106 0.015554 0.037492 0.130430 169865.038827 2067.837780 17.197711 24.476147 0.019955 0.035175 0.134639 
1799.844439 150.510553 68.552443 25.378217 0.013884 0.039756 0.278181 54196.714374 825.916126 48.266866 24.710219 0.015524 0.038081 0.314860 174182.148216 1480.646171 19.387058 24.318939 0.019170 0.035650 0.332257 
-999.000000 -999.000000 -999.000000 33.231974 -999.000000 -999.000000 -999.000000 906.215382 31.267401 64.052735 26.429595 0.014481 0.039083 0.654169 7573.371407 90.390065 24.663943 25.222811 0.018718 0.036172 0.726641 
-999.000000 -999.000000 -999.000000 20.495846 -999.000000 -999.000000 -999.000000 19634.666610 861.037090 30.606133 23.694782 0.015522 0.069639 0.032782 10987.861507 644.119849 15.211493 23.777240 0.023059 0.066437 0.033327 
-999.000000 -999.000000 -999.000000 21.555689 -999.000000 -999.000000 -999.000000 58589.341711 858.734232 32.099174 24.389435 0.015895 0.071379 0.134397 41534.871675 723.029310 15.165491 25.552218 0.021932 0.068582 0.138251 
2158.554695 116.550998 50.148735 22.904650 0.013375 0.070979 0.353265 53535.932324 580.439760 34.939945 24.401935 0.016140 0.074172 0.325744 60810.828030 618.621383 16.624664 25.057147 0.020619 0.069960 0.342306 
59.335531 5.657421 65.286818 26.954235 0.015028 0.082250 0.619552 1578.325124 29.178255 45.913621 26.326067 0.015419 0.075842 0.708348 3723.574275 44.816825 20.948944 26.004496 0.019289 0.071644 0.777019 
-999.000000 -999.000000 -999.000000 19.697834 -999.000000 -999.000000 -999.000000 2202.606831 117.734287 27.476300 22.912520 0.016097 0.181133 0.032744 717.420511 67.192587 14.230345 28.658509 0.024976 0.170841 0.033602 
-999.000000 -999.000000 -999.000000 20.295839 -999.000000 -999.000000 -999.000000 9915.926182 144.224979 26.697255 22.931012 0.016187 0.177729 0.137514 3840.926770 89.761862 14.737418 26.190099 0.024585 0.173076 0.139493 
117.472364 11.100095 42.440188 20.889544 0.011882 0.124271 0.426370 15202.182577 126.273383 28.480987 23.617723 0.016600 0.187286 0.343144 7268.602543 87.314084 15.231342 26.188569 0.022858 0.177198 0.350982 
39.017607 1.872905 43.563847 23.340341 0.014055 0.181632 0.857855 970.855150 9.342491 33.320764 25.476636 0.016702 0.212669 0.794160 699.619851 7.930791 17.654527 26.888948 0.020866 0.186291 0.863494 
-999.000000 -999.000000 -999.000000 19.152569 -999.000000 -999.000000 -999.000000 94.397436 21.107908 26.336638 20.982937 0.017445 0.504960 0.033381 -999.000000 -999.000000 -999.000000 26.024406 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 19.567321 -999.000000 -999.000000 -999.000000 479.853631 27.476339 24.450398 20.907562 0.016222 0.515161 0.137750 190.368162 17.306197 14.387576 26.440982 0.024862 0.506374 0.138776 
-999.000000 -999.000000 -999.000000 18.883819 -999.000000 -999.000000 -999.000000 932.961322 27.090767 25.170988 21.972089 0.016695 0.510808 0.360171 356.350319 16.742799 13.927511 26.432067 0.025159 0.521407 0.365444 
1.213681 0.286067 43.679400 21.619024 0.011963 0.504109 1.927763 135.190613 3.019182 28.781314 24.196068 0.016992 0.521581 0.942301 54.278525 1.913067 15.557515 27.641858 0.023476 0.516207 0.953146 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 18.046741 -999.000000 -999.000000 -999.000000 47.198718 12.186657 28.743386 24.048438 0.016926 0.853897 0.138188 -999.000000 -999.000000 -999.000000 28.357347 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 15.698256 -999.000000 -999.000000 -999.000000 72.371367 10.670576 21.932760 19.663799 0.016138 0.875973 0.353232 29.892521 6.857815 15.112528 25.677451 0.024980 0.876469 0.359885 
-999.000000 -999.000000 -999.000000 19.343254 -999.000000 -999.000000 -999.000000 14.429322 1.394935 23.755670 21.998389 0.015388 0.870658 0.871892 4.180458 0.750832 12.209212 25.760133 0.024070 0.856604 0.936388 
-999.000000 -999.000000 -999.000000 22.851017 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 26.238070 -999.000000 -999.000000 -999.000000 35576.485660 921.658241 33.049765 24.174881 0.052248 0.011769 0.034132 
-999.000000 -999.000000 -999.000000 25.034527 -999.000000 -999.000000 -999.000000 135.302071 32.815572 88.415113 25.020339 0.034803 0.022337 0.117702 162211.264928 1136.235271 32.456326 24.199429 0.052756 0.009744 0.133088 
-999.000000 -999.000000 -999.000000 28.259734 -999.000000 -999.000000 -999.000000 55.712617 14.889823 86.413567 25.089605 0.035878 0.022623 0.243628 112802.132271 669.994778 33.401827 24.200787 0.052440 0.010651 0.319396 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 25.824130 -999.000000 -999.000000 -999.000000 2668.748071 30.171240 35.497740 24.331302 0.052173 0.012865 0.660735 
-999.000000 -999.000000 -999.000000 21.374886 -999.000000 -999.000000 -999.000000 525.290392 111.992288 82.780472 24.892788 0.038653 0.038511 0.031533 16403.386341 625.828224 27.663708 23.331633 0.053883 0.036241 0.032236 
