#**************************************************************************
#
#   These are published data of the HERMES Collaboration.                  
#   You are free to use these data in any publication. However, you must   
#   make a reference to the following publication:                         
#
#   A. Airapetian et al, Phys. Lett. B 693 (2010) 11-16 
#
#**************************************************************************
#
#################################################################
# SSA of K+ as a function of z                                  #
#                                               uncertainties   #
#   <Q^2>   <x>    <y>    <z>  <Phperp> Collins stat. and syst. #
#################################################################
  2.429  0.083  0.606  0.236  0.354   0.0207  0.0155  0.0081
  2.474  0.092  0.568  0.305  0.385   0.0315  0.0158  0.0051
  2.528  0.097  0.545  0.374  0.415   0.0162  0.0171  0.0021
  2.521  0.099  0.531  0.448  0.443   0.0527  0.0187  0.0015
  2.511  0.102  0.515  0.524  0.470   0.0193  0.0225  0.0046
  2.552  0.103  0.515  0.593  0.497   0.0852  0.0266  0.0077
  2.562  0.106  0.495  0.663  0.512   0.0570  0.0304  0.0107
